Title,Abstract,Related
Associations between source-specific fine particulate matter and emergency department visits for respiratory disease in four U.S. cities,"Background: Short-term exposure to ambient fine particulate matter (PM2.5) concentrations has been associated with increased mortality and morbidity. Determining which sources of PM2.5 are most toxic can help guide targeted reduction of PM2.5. However, conducting multicity epidemio-logic studies of sources is difficult because source-specific PM2.5 is not directly measured, and source chemical compositions can vary between cities. oBjectives: We determined how the chemical composition of primary ambient PM2.5 sources varies across cities. We estimated associations between source-specific PM2.5 and respiratory disease emergency department (ED) visits and examined between-city heterogeneity in estimated associations. Methods: We used source apportionment to estimate daily concentrations of primary source-specific PM2.5 for four U.S. cities. For sources with similar chemical compositions between cities, we applied Poisson time-series regression models to estimate associations between source-specific PM2.5 and respiratory disease ED visits. results: We found that PM2.5 from biomass burning, diesel vehicle, gasoline vehicle, and dust sources was similar in chemical composition between cities, but PM2.5 from coal combustion and metal sources varied across cities. We found some evidence of positive associations of respiratory disease ED visits with biomass burning PM2.5; associations with diesel and gasoline PM2.5 were frequently imprecise or consistent with the null. We found little evidence of associations with dust PM2.5. conclusions: We introduced an approach for comparing the chemical compositions of PM2.5 sources across cities and conducted one of the first multicity studies of source-specific PM2.5 and ED visits. Across four U.S. cities, among the primary PM2.5 sources assessed, biomass burning PM2.5 was most strongly associated with respiratory health. Â© 2017, Public Health Services, US Dept of Health and Human Services. All rights reserved.",
Four-dimensional variational inversion of black carbon emissions during ARCTAS-CARB with WRFDA-Chem,"Biomass burning emissions of atmospheric aerosols, including black carbon, are growing due to increased global drought, and comprise a large source of uncertainty in regional climate and air quality studies. We develop and apply new incremental four-dimensional variational (4D-Var) capabilities in WRFDA-Chem to find optimal spatially and temporally distributed biomass burning (BB) and anthropogenic black carbon (BC) aerosol emissions. The constraints are provided by aircraft BC concentrations from the Arctic Research of the Composition of the Troposphere from Aircraft and Satellites in collaboration with the California Air Resources Board (ARCTAS-CARB) field campaign and surface BC concentrations from the Interagency Monitoring of PROtected Visual Environment (IMPROVE) network on 22, 23, and 24 June 2008. We consider three BB inventories, including Fire INventory from NCAR (FINN) v1.0 and v1.5 and Quick Fire Emissions Database (QFED) v2.4r8. On 22 June, aircraft observations are able to reduce the spread between a customized QFED inventory and FINNv1.0 from a factor of 3. 5 ( Ã— 3. 5) to only Ã— 2. 1. On 23 and 24 June, the spread is reduced from Ã— 3. 4 to Ã— 1. 4. The posterior corrections to emissions are heterogeneous in time and space, and exhibit similar spatial patterns of sign for both inventories. The posterior diurnal BB patterns indicate that multiple daily emission peaks might be warranted in specific regions of California. The US EPA's 2005 National Emissions Inventory (NEI05) is used as the anthropogenic prior. On 23 and 24 June, the coastal California posterior is reduced by Ã— 2, where highway sources dominate, while inland sources are increased near Barstow by Ã— 5. Relative BB emission variances are reduced from the prior by up to 35 % in grid cells close to aircraft flight paths and by up to 60 % for fires near surface measurements. Anthropogenic variance reduction is as high as 40 % and is similarly limited to sources close to observations. We find that the 22 June aircraft observations are able to constrain approximately 14 degrees of freedom of signal (DOF), while surface and aircraft observations together on 23/24 June constrain 23 DOF. Improving hourly- to daily-scale concentration predictions of BC and other aerosols during BB events will require more comprehensive and/or targeted measurements and a more complete accounting of sources of error besides the emissions. Â© Author(s) 2017.",
CALIOP near-real-time backscatter products compared to EARLINET data,"The expedited near-real-time Level 1.5 Cloud-Aerosol Lidar with Orthogonal Polarization (CALIOP) version 3 products were evaluated against data from the ground-based European Aerosol Research Lidar Network (EARLINET). The statistical framework and results of the three-year evaluation of 48 CALIOP overpasses with ground tracks within a 100 km distance from operating EARLINET stations are presented and include analysis for the following CALIOP classifications of aerosol type: dust, polluted dust, clean marine, clean continental, polluted continental, mixed and/or smoke/biomass burning. For the complete data set comprising both the planetary boundary layer (PBL) and the free troposphere (FT) data, the correlation coefficient (R) was 0.86. When the analysis was conducted separately for the PBL and FT, the correlation coefficients were R = 0.6 and R = 0.85, respectively. From analysis of selected specific cases, it was initially thought that the presence of FT layers, with high attenuated backscatter, led to poor agreement of the PBL backscatter profiles between the CALIOP and EARLINET and prompted a further analysis to filter out such cases; however, removal of these layers did not improve the agreement as R reduced marginally from R = 0.86 to R = 0.84 for the combined PBL and FT analysis, increased marginally from R = 0.6 up to R = 0.65 for the PBL on its own, and decreased marginally from R = 0.85 to R = 0.79 for the FT analysis on its own. This suggests considerable variability, across the data set, in the spatial distribution of the aerosol over spatial scales of 100 km or less around some EARLINET stations rather than influence from elevated FT layers. For specific aerosol types, the correlation coefficient between CALIOP backscatter profiles and the EARLINET data ranged from R = 0.37 for polluted continental aerosol in the PBL to R = 0.57 for dust in the FT. Â© Author(s) 2015.",
Model elucidating the sources and formation mechanisms of severe haze pollution over Northeast mega-city cluster in China,"Recent studies on regional haze pollution over China come up in general with strong variability of main causes of heavy polluted episodes, in linkage with local specificities, sources and pollution characteristics. This paper therefore aims at elucidating the main specific sources and formation mechanisms of observed strong haze pollution episodes over 1â€“15 November 2015 in Northeast region considered as one of biggest megacity clusters in China. The Northeast China mega-city cluster, including Heilong Jiang, Jilin and Liaoning provinces, is adjacent to Russia in the north, Mongolian at the west, North Korea at east, and representing key geographical location in the regional and transnational air pollution issues in China due to the presence of heavy industries and intense economic activities. The present study, based on air quality monitoring, remote sensing satellite data and sensitivity experiments carried on the Nested Air Quality Prediction Modeling System (NAQPMS), quantitatively assesses the impact of meteorological conditions and potential contributions from regional chemical transport, intensive energy combustion, illegal emission and biomass burning emissions to PM2.5 concentration variation. The results indicate strong inversion occurrence at lower atmosphere with weak near-surface wind speed and high relative humidity, leading to PM2.5 concentration increase of about 30â€“50%. Intensive energy combustion (plausibly for heating activities) and illegal emission also significantly enhance the overall PM2.5 accumulation by 100â€“200 Î¼g mâˆ’3 (60â€“70% increase), against 75â€“100 Î¼g mâˆ’3 from the biomass burning under the northeast-southwest transport pathway, corresponding to a contribution of 10â€“20% to PM2.5 concentration increase. Obviously, stagnant meteorological conditions, energy combustion, illegal emission and biomass burning are main drivers of strong haze formation and spatial distribution over Northeast China megacity cluster. In clear, much effort on emission abatement at both local and regional scales is still an urgent imperative to overcome current critical haze pollution. Â© 2017 The Authors",
Weed Seed Wizard: A tool that demonstrates the value of integrated weed management tactics such as harvest weed seed destruction,"Harvest weed seed destruction (HWSD) can be included in an integrated weed management (IWM) program to help control weed populations and combat herbicide resistance. However, it may not be possible or practical to use this technique in every year. This research utilised a computer model, the Weed Seed Wizard, to investigate the impact of employing HWSD every second year. Data from a long term trial in Merredin Western Australia demonstrated the value of residue burning (an early method of HWSD) compared to residue retention on the destruction of Lolium rigidum seed from 2003 to 2013. The agronomic practices utilised in this trial, soil type and rainfall at the field site, and crop yield data were used to parametrise two scenarios in the model. Scenario 1 was based on data from the field trial plots where residue was retained and scenario 2 was based on data from the plots where residue was burnt (i.e. HWSD). A third hypothetical scenario was based on scenario 2, but only incorporated HWSD in every second year. The model gave reasonable predictions of L. rigidum seed production each year (when compared to the actual seed production in the field trial), and accurately predicted when L. rigidum seed numbers would reach very low levels in scenario 2, due to annual HWSD. Scenario 3 indicated that HWSD in every second year could not reduce L. rigidum seeds to the same extent as annual HWSD, but the L. rigidum population was reduced to and maintained at less than one plant mâˆ’2 at harvest within four years. The model indicated that the total cost of weeds ranged from $85 haâˆ’1 in scenario 1 to $32 and $27 haâˆ’1 in scenario 3 and 2. However, income was greatest in scenario 1 as HWSD via burning residue caused a yield reduction in scenario 2 and 3. The results highlight both the benefits of HWSD as a weed management tactic and the value of the Weed Seed Wizard as a tool to investigate different IWM programs. Â© 2018",
Secondary organic aerosol formation in biomass-burning plumes: Theoretical analysis of lab studies and ambient plumes,"Secondary organic aerosol (SOA) has been shown to form in biomass-burning emissions in laboratory and field studies. However, there is significant variability among studies in mass enhancement, which could be due to differences in fuels, fire conditions, dilution, and/or limitations of laboratory experiments and observations. This study focuses on understanding processes affecting biomass-burning SOA formation in laboratory smog-chamber experiments and in ambient plumes. Vapor wall losses have been demonstrated to be an important factor that can suppress SOA formation in laboratory studies of traditional SOA precursors; however, impacts of vapor wall losses on biomass-burning SOA have not yet been investigated. We use an aerosol-microphysical model that includes representations of volatility and oxidation chemistry to estimate the influence of vapor wall loss on SOA formation observed in the FLAME III smog-chamber studies. Our simulations with base-case assumptions for chemistry and wall loss predict a mean OA mass enhancement (the ratio of final to initial OA mass, corrected for particle-phase wall losses) of 1.8 across all experiments when vapor wall losses are modeled, roughly matching the mean observed enhancement during FLAME III. The mean OA enhancement increases to over 3 when vapor wall losses are turned off, implying that vapor wall losses reduce the apparent SOA formation. We find that this decrease in the apparent SOA formation due to vapor wall losses is robust across the ranges of uncertainties in the key model assumptions for wall-loss and mass-transfer coefficients and chemical mechanisms. We then apply similar assumptions regarding SOA formation chemistry and physics to smoke emitted into the atmosphere. In ambient plumes, the plume dilution rate impacts the organic partitioning between the gas and particle phases, which may impact the potential for SOA to form as well as the rate of SOA formation. We add Gaussian dispersion to our aerosol-microphysical model to estimate how SOA formation may vary under different ambient-plume conditions (e.g., fire size, emission mass flux, atmospheric stability). Smoke from small fires, such as typical prescribed burns, dilutes rapidly, which drives evaporation of organic vapor from the particle phase, leading to more effective SOA formation. Emissions from large fires, such as intense wildfires, dilute slowly, suppressing OA evaporation and subsequent SOA formation in the near field. We also demonstrate that different approaches to the calculation of OA enhancement in ambient plumes can lead to different conclusions regarding SOA formation. OA mass enhancement ratios of around 1 calculated using an inert tracer, such as black carbon or CO, have traditionally been interpreted as exhibiting little or no SOA formation; however, we show that SOA formation may have greatly contributed to the mass in these plumes. In comparison of laboratory and plume results, the possible inconsistency of OA enhancement between them could be in part attributed to the effect of chamber walls and plume dilution. Our results highlight that laboratory and field experiments that focus on the fuel and fire conditions also need to consider the effects of plume dilution or vapor losses to walls. Â© Author(s) 2017.",
Comparative assessment of aerosol optical properties over a mega city and an adjacent urban area in India,"The present work revolves around the comparative analysis of aerosol optical properties in a mega city, Delhi and in a nearby urban area, Rohtak. It is pertinent to note that despite of the close proximity and similar meteorological conditions, the two study locations show significant differences in aerosol characteristics. The study is conducted using ground based Sky-radiometer measurements for a period of one year. The mean annual Aerosol Optical Depth (AOD) at 500 nm over Delhi and Rohtak is observed to be 1.01 and 0.73 respectively, with correlation coefficient of 0.67 and mean absolute difference of 0.51. The magnitude of AOD in Delhi is higher than in Rohtak throughout the year, except in post-monsoon season. The difference in Angstrom exponent (alpha) between the stations is minimal. However, lower magnitude of alpha is observed in Rohtak, indicating presence of more concentration of coarse-mode particles. Single Scattering Albedo (SSA) also shows seasonal variation with significantly lower values in Delhi throughout the year, indicating contribution of absorbing type of aerosols (like black carbon). The volume concentration in fine-size is found to be higher in Delhi than in Rohtak, indicating combined effect of dust, vehicular, biomass burning and industrial emissions. The aerosol classification via relationship between AOD and alpha shows that urban/biomass burning (U/B) aerosols are dominant in Delhi and mixed type (MT) aerosols in Rohtak during winter and pre-monsoon. Â© 2017, India Meteorological Department. All rights reserved.",
Deriving High-Resolution Emission Inventory of Open Biomass Burning in China based on Satellite Observations,"Open biomass burning plays an important role in atmospheric pollution and in climate change. However, the current emission inventory of open biomass burning is generally of highly uncertainty because of missing small fire data and limited resolution because of the lack of localized vegetation data. In this study, the MODIS (MODerate Resolution Imaging Spectroradiometer) burned area product MCD64Al combined with the active fire product MCD14 ML, as well as a high-resolution land cover data set, were applied to develop a high-resolution emission inventory of open biomass burning in China in 2013. Total CO, CH4, NOx, NMVOC (nonmethane volatile organic compounds), SO2, NH3, PM2.5, PM10, OC (organic carbon), BC (black carbon), and CO2 emissions were estimated to be 1.03 Ã— 104, 666, 536, 1.91 Ã— 103, 87, 138, 1.45 Ã— 103, 2.09 Ã— 103, 741, 137, and 2.45 Ã— 105 Gg, respectively. The provinces that contributed the most emissions included Heilongjiang, Henan, Shandong, and Jilin. The major source for all pollutants was cropland burning, whereas Xizang, Xinjiang, and Heilongjiang had greater emissions from natural vegetation. The temporal distribution of average provincial emissions showed that the peaks were in June and October. This study updated the emission information that may support future research and policy-making on air pollution control and GHG emission abatement. Â© 2016 American Chemical Society.",
Intra-urban biomonitoring: Source apportionment using tree barks to identify air pollution sources,"It is of great interest to evaluate if there is a relationship between possible sources and trace elements using biomonitoring techniques. In this study, tree bark samples of 171 trees were collected using a biomonitoring technique in the inner city of SÃ£o Paulo. The trace elements (Al, Ba, Ca, Cl, Cu, Fe, K, Mg, Mn, Na, P, Rb, S, Sr and Zn) were determined by the energy dispersive X-ray fluorescence (EDXRF) spectrometry. The Principal Component Analysis (PCA) was applied to identify the plausible sources associated with tree bark measurements. The greatest source was vehicle-induced non-tailpipe emissions derived mainly from brakes and tires wear-out and road dust resuspension (characterized with Al, Ba, Cu, Fe, Mn and Zn), which was explained by 27.1% of the variance, followed by cement (14.8%), sea salt (11.6%) and biomass burning (10%), and fossil fuel combustion (9.8%). We also verified that the elements related to vehicular emission showed different concentrations at different sites of the same street, which might be helpful for a new street classification according to the emission source. The spatial distribution maps of element concentrations were obtained to evaluate the different levels of pollution in streets and avenues. Results indicated that biomonitoring techniques using tree bark can be applied to evaluate dispersion of air pollution and provide reliable data for the further epidemiological studies. Â© 2016 Elsevier Ltd.",
Deriving aerosol hygroscopic mixing state from size-resolved CCN activity and HR-ToF-AMS measurements,"The ability of a particle to uptake water and form a cloud droplet depends on its hygroscopicity. To understand its impact on cloud properties and ultimately radiative forcing, knowledge of chemically-resolved mixing state information or the one based on hygroscopic growth is crucial. Typically, global models assume either pure internal or external mixing state which might not be true for all conditions and sampling locations. To investigate into this, the current study employed an indirect approach to infer the probable mixing state. The hygroscopic parameters derived from Îº-Kohler theory using size-resolved CCN measurements (ÎºCCN) and bulk/size-resolved aerosol mass spectrometer (AMS) measurements (ÎºAMS) were compared. The accumulation mode particles were found to be more hygroscopic (ÎºCCNÂ =Â 0.24) than Aitken mode (ÎºCCNÂ =Â 0.13), perhaps due to increased ratio of inorganic to organic mass fraction. The activation diameter calculated from size-resolved CCN activity measurements at 5 different supersaturation (SS) levels varied in the range of 115Â nmâ€“42Â nm with ÎºCCNÂ =Â 0.13â€“0.23 (avgÂ =Â 0.18Â Â±Â 0.10 (Â±1Ïƒ)). Further, ÎºAMS> ÎºCCN was observed possibly due to the fact that organic and inorganic mass present in the Aitken mode was not correctly represented by bulk chemical composition and size-resolved fractional contribution of oxidized OA was not accurately accounted. Better correlation of organic fraction (forg) and ÎºCCN at lower SS explained this behaviour. The decrease in ÎºCCN with the time of the day was more pronounced at lower SS because of the relative mass reduction of soluble inorganic species by âˆ¼17%. Despite the large differences between Îº measured from two approaches, less over-prediction (up to 18%) between measured and predicted CCN concentration suggested lower impact of chemical composition and mixing state at higher SS. However, at lower SS, presences of externally mixed CCN-inactive aerosols lead to CCN over-prediction reflecting the significance of aerosol mixing state information. Further examination of the effect of biomass burning aerosols (âˆ¼35% in least oxidized biomass burning organic aerosol (BBOA-2 fraction) on hygroscopicity and CCN activity showed increase in the concentration of all AMS measured species (except NH4+ and SO42âˆ’), less O:C ratio, and organic mass fraction (forg) peak shift to lower diameter range caused âˆ¼13% change in critical diameter (Da) and âˆ¼40% change in ÎºCCN. Increased deviation of âˆ¼100% between ÎºCCN and ÎºAMS due to sudden influx of internally mixed BBOA caused suppressed hygroscopic growth. This study finally suggests the assumption of pure internally mixed aerosol does not completely hold true for this anthropogenically polluted site. Â© 2016",
Aerosol climatology over the Mexico City basin: Characterization of optical properties,"Climatology of Aerosol Optical Depth (AOD), Single Scattering Albedo (SSA), and aerosol particle-size distribution were analyzed using a 15-year (1999â€“2014) dataset from AErosol RObotic NETwork (AERONET) observations over the Mexico City (MC) basin. The atmosphere over this site is dominated by two main aerosol types, represented by urban/industrial pollution and biomass-burning particles. Due to the specific meteorological conditions within the basin, seasons are usually classified into three as follows: Dry Winter (DW) (Novemberâ€“February); Dry Spring (DS) (Marchâ€“April), and the RAiny season (RA) (Mayâ€“October), which are mentioned throughout this article. Using a CIMEL sun photometer, we conducted continuous observations over the MC urban area from January 1999 to December 2014. Aerosol Optical Depth (AOD), Ã…ngstrÃ¶m exponent (Î±440â€“870), Single Scattering Albedo (SSA), and aerosol particle-size distribution were derived from the observational data. The overall mean AOD500 during the 1999â€“2014 period was 0.34 Â± 0.07. The monthly mean AOD reached a maximal value of 0.49 in May and a minimal value of 0.27 in February and March. The average Î±440â€“870 value for the period studied was 1.50 Â± 0.16. The monthly average of Î±440â€“870 reached a minimal value of 1.32 in August and a maximal value of 1.61 in May. Average SSA at 440 nm was 0.89 throughout the observation period, indicating that aerosols over Mexico City are composed mainly of absorptive particles. Concentrations of fine- and coarse-mode aerosols over MC were highest in DS season compared with other seasons, especially for particles with radii measuring between 0.1 and 0.2 Î¼m. Results from the Spectral De-convolution Algorithm (SDA) show that fine-mode aerosols dominated AOD variability in MC. In the final part of this article, we present a classification of aerosols in MC by using the graphical method proposed by Gobbi et al. (2007), which is based on the combined analysis of Î± and its spectral curvature Î´Î±. Â© 2017 Elsevier B.V.",
In vitro toxicity and epigenotoxicity of different types of ambient particulate matter,"Exposure to ambient particulate matter (PM) has been associated with adverse health effects, including pulmonary and cardiovascular disease. Studies indicate that ambient PM originated from different sources may cause distinct biological effects. In this study, we sought to investigate the potential of various types of PM to cause epigenetic alterations in the in vitro system. RAW264.7 murine macrophages were exposed for 24 and 72 h to 5- and 50-Î¼g/ml doses of the water soluble extract of 6 types of PM: soil dust, road dust, agricultural dust, traffic exhausts, biomass burning, and pollen, collected in January-April of 2014 in the area of Little Rock, Arkansas. Cytotoxicity, oxidative potential, epigenetic endpoints, and chromosomal aberrations were addressed. Exposure to 6 types of PM resulted in induction of cytotoxicity and oxidative stress in a type-, time-, and dose-dependent manner. Epigenetic alterations were characterized by type-, time-, and dose-dependent decreases of DNA methylation/demethylation machinery, increased DNA methyltransferases enzymatic activity and protein levels, and transcriptional activation and subsequent silencing of transposable elements LINE-1, SINE B1/B2. The most pronounced changes were observed after exposure to soil dust that were also characterized by hypomethylation and reactivation of satellite DNA and structural chromosomal aberrations in the exposed cells. The results of our study indicate that the water-soluble fractions of the various types of PM have differential potential to target the cellular epigenome. Â© The Author 2015. Published by Oxford University Press on behalf of the Society of Toxicology. All rights reserved..",
Biomass burning aerosols characterization from ground based and profiling measurements,"The study goal is to assess the chemical and optical properties of aerosols present in the lofted layers and at the ground. The biomass burning aerosols were evaluated in low level layers from multi-wavelength lidar measurements, while chemical composition at ground was assessed using an Aerosol Chemical Speciation Monitor (ACSM) and an Aethalometer. Classification of aerosol type and specific organic markers were used to explore the potential to sense the particles from the same origin at ground base and on profiles. Â© The Authors, published by EDP Sciences, 2018.",
Identification of aerosol types over an urban site based on air-mass trajectory classification,"Columnar aerosol properties retrieved from MICROTOPS II Sun Photometer measurements during 2010-2013 over Pune (18Â°32'N; 73Â°49'E, 559m amsl), a tropical urban station in India, are analyzed to identify aerosol types in the atmospheric column. Identification/classification is carried out on the basis of dominant airflow patterns, and the method of discrimination of aerosol types on the basis of relation between aerosol optical depth (AOD500nm) and Ã…ngstrÃ¶m exponent (AE, Î±). Five potential advection pathways viz., NW/N, SW/S, N, SE/E and L have been identified over the observing site by employing the NOAA-HYSPLIT air mass back trajectory analysis. Based on AE against AOD500nm scatter plot and advection pathways followed five major aerosol types viz., continental average (CA), marine continental average (MCA), urban/industrial and biomass burning (UB), desert dust (DD) and indeterminate or mixed type (MT) have been identified. In winter, sector SE/E, a representative of air masses traversed over Bay of Bengal and Eastern continental Indian region has relatively small AOD (Ï„pÎ»=0.43Â±0.13) and high AE (Î±=1.19Â±0.15). These values imply the presence of accumulation/sub-micron size anthropogenic aerosols. During pre-monsoon, aerosols from the NW/N sector have high AOD (Ï„pÎ»=0.61Â±0.21), and low AE (Î±=0.54Â±0.14) indicating an increase in the loading of coarse-mode particles over Pune. Dominance of UB type in winter season for all the years (i.e. 2010-2013) may be attributed to both local/transported aerosols. During pre-monsoon seasons, MT is the dominant aerosol type followed by UB and DD, while the background aerosols are insignificant. Â© 2015 Elsevier B.V.",
The importance of plume rise on the concentrations and atmospheric impacts of biomass burning aerosol,"We quantified the effects of the plume rise of biomass burning aerosol and gases for the forest fires that occurred in Saskatchewan, Canada, in July 2010. For this purpose, simulations with different assumptions regarding the plume rise and the vertical distribution of the emissions were conducted. Based on comparisons with observations, applying a one-dimensional plume rise model to predict the injection layer in combination with a parametrization of the vertical distribution of the emissions outperforms approaches in which the plume heights are initially predefined. Approximately 30 % of the fires exceed the height of 2 km with a maximum height of 8.6 km. Using this plume rise model, comparisons with satellite images in the visible spectral range show a very good agreement between the simulated and observed spatial distributions of the biomass burning plume. The simulated aerosol optical depth (AOD) with data of an AERONET station is in good agreement with respect to the absolute values and the timing of the maximum. Comparison of the vertical distribution of the biomass burning aerosol with CALIPSO (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation) retrievals also showed the best agreement when the plume rise model was applied. We found that downwelling surface short-wave radiation below the forest fire plume is reduced by up to 50 % and that the 2 m temperature is decreased by up to 6 K. In addition, we simulated a strong change in atmospheric stability within the biomass burning plume. Â© Author(s) 2016.",
"Comparison of Aerosol Optical Properties Between Two Nearby Urban Sites in Beijing, China","This study compares the aerosol optical properties measured by CE318 sunphotometers at the Institute of Atmospheric Physics and the Chinese Academy of Meteorological Sciences in Beijing between January 2013 and July 2015 to provide the framework to quantify the spatial and temporal variability of aerosol properties. Aerosol optical parameters included extinction (scattering plus absorption) aerosol optical depth (EAOD), extinction Ã…ngstrÃ¶m exponent (EAE), columnar water vapor (CWV), absorption aerosol optical depth (AAOD), absorption Ã…ngstrÃ¶m exponent (AAE), extinction aerosol optical depth of fine particles (EAODf), extinction aerosol optical depth of coarse particles (EAODc), real parts of the refractive index (REFR), imaginary parts of the refractive index (REFI), single scattering albedo (SSA), asymmetry factor (ASYM), size distribution, and sphericity fraction. Comparison of aerosol optical properties using the simultaneous observations between two sites showed that correlation coefficients were larger than or equal to 0.98 for EAOD, EAE, and CWV, but smaller than or equal to 0.90 for AAOD, REFR, REFI, and SSA; the percentage differences for most of the parameters were less than 2%, but for EAODf were relatively large, ranging from 4.35 to 6.45%; the mean size distributions simultaneously showed bi-modal patterns, with two peak volumes at the radii of 0.15 and 2.94 Î¼m; two kinds of tri-peak model were apparent during the study period; a case of EAODs at 440Â nm differing by more than 0.2 between the two sites reflected the effect of local aerosol pollution. Comparison of aerosol characterization inferred by absorption properties using all the inversion data showed that classification using EAE, AAE, and sphericity fraction indicated the main aerosol type was â€œU/I&BBâ€ (urban/industrial and biomass-burning), accounting for 59.87 and 57.43%, respectively; the volume size distribution retrievals binned by AAE exhibited coarse mode particles became dominant as AAE increased to 2.0; the SSA retrievals binned by AAE demonstrated SSA transitioned from spectra representing dust to U/I&BB pollution; averaged SSA for all the retrievals and SSA data partitioned by the EAE and Î·675Â nm suggested there were more absorbing aerosols at IAP. The results of the study will be beneficial in validating satellite observations and model simulation results, providing more accurate input parameters for model simulations. Â© 2017, Institute of Earth Environment, Chinese Academy Sciences.",
"Classification of key aerosol types and their frequency distributions based on satellite remote sensing data at an industrially polluted city in the Yangtze River Delta, China","In the present study, characterization of columnar aerosol optical properties and classifying the major aerosol types was investigated at an urbanâ€“industrial city, Nanjing in the Yangtze River Delta (YRD) region over East China using simultaneous data sets retrieved from the MODerate resolution Imaging Spectroradiometer (MODIS) and Ozone Monitoring Instrument (OMI) sensors during 2004â€“2015. A notable spatiotemporal heterogeneity was observed in the optical properties of aerosols on the seasonal scale over East China. Aerosol optical depth at 550 nm (AOD550) exhibited pronounced seasonal variability over Nanjing in the YRD, with higher values during summer and spring seasons and lower in winter. Ã…ngstrÃ¶m exponent (AE470â€“660) found higher in summer indicating the relative abundance of fine mode aerosols over the coarse mode. We also used the Hybrid Single Particle Lagrangian Integrated Trajectory (HYSPLIT) model for presenting cluster trajectory analysis which revealed that the airmasses from different source regions contributed greatly to aerosol loading during the study period. In addition, we followed two techniques for studying classification of major aerosol types based on the predefined thresholds. Using the AODâ€“AE method (here called as Technique-I), five major aerosol types were identified via, continental clean (CC), marine (MA), biomass burning/urbanâ€“industrial (BU), desert dust (DD), and mixed (MX). In all the seasons, MX is the dominant aerosol type followed by the BU and DD type aerosols during summer and spring seasons, respectively. Further, the sub-classification of aerosol types was carried out considering into account of the characteristics of absorbing aerosol index (AAI) (here called as Technique-II). The two clustering techniques showed reasonable consistency in the obtained results. The various aerosol types (absorbing and non-absorbing) and their change over a region are highly helpful in fine tuning the models to decrease the uncertainty in the radiative and climatic effects of aerosols. Â© 2017 Royal Meteorological Society",
Understanding sources of organic aerosol during CalNex-2010 using the CMAQ-VBS,"Community Multiscale Air Quality (CMAQ) model simulations utilizing the traditional organic aerosol (OA) treatment (CMAQ-AE6) and a volatility basis set (VBS) treatment for OA (CMAQ-VBS) were evaluated against measurements collected at routine monitoring networks (Chemical Speciation Network (CSN) and Interagency Monitoring of Protected Visual Environments (IMPROVE)) and those collected during the 2010 California at the Nexus of Air Quality and Climate Change (CalNex) field campaign to examine important sources of OA in southern California.<br><br> Traditionally, CMAQ treats primary organic aerosol (POA) as nonvolatile and uses a two-product framework to represent secondary organic aerosol (SOA) formation. CMAQ-VBS instead treats POA as semivolatile and lumps OA using volatility bins spaced an order of magnitude apart. The CMAQ-VBS approach underpredicted organic carbon (OC) at IMPROVE and CSN sites to a greater degree than CMAQ-AE6 due to the semivolatile POA treatment. However, comparisons to aerosol mass spectrometer (AMS) measurements collected at Pasadena, CA, indicated that CMAQ-VBS better represented the diurnal profile and primary/secondary split of OA. CMAQ-VBS SOA underpredicted the average measured AMS oxygenated organic aerosol (OOA, a surrogate for SOA) concentration by a factor of 5.2, representing a considerable improvement to CMAQ-AE6 SOA predictions (factor of 24 lower than AMS).<br><br> We use two new methods, one based on species ratios (SOA/i""CO and SOA/O<i>x</i>) and another on a simplified SOA parameterization, to apportion the SOA underprediction for CMAQ-VBS to slow photochemical oxidation (estimated as 1.5 Ã— lower than observed at Pasadena using Ä'log(NO<i>x</i>Äâ‚¬:Äâ‚¬NO<i>y</i>)), low intrinsic SOA formation efficiency (low by 1.6 to 2 Ã— for Pasadena), and low emissions or excessive dispersion for the Pasadena site (estimated to be 1.6 to 2.3 Ã— too low/excessive). The first and third factors are common to CMAQ-AE6, while the intrinsic SOA formation efficiency for that model is estimated to be too low by about 7 Ã— .<br><br> From source-apportioned model results, we found most of the CMAQ-VBS modeled POA at the Pasadena CalNex site was attributable to meat cooking emissions (48 %, consistent with a substantial fraction of cooking OA in the observations). This is compared to 18 % from gasoline vehicle emissions, 13 % from biomass burning (in the form of residential wood combustion), and 8 % from diesel vehicle emissions. All ""other"" inventoried emission sources (e.g., industrial, point, and area sources) comprised the final 13 %. The CMAQ-VBS semivolatile POA treatment underpredicted AMS hydrocarbon-like OA (HOA) + cooking-influenced OA (CIOA) at Pasadena by a factor of 1.8 compared to a factor of 1.4 overprediction of POA in CMAQ-AE6, but it did capture the AMS diurnal profile of HOA and CIOA well, with the exception of the midday peak.<br><br> Overall, the CMAQ-VBS with its semivolatile treatment of POA, SOA from intermediate volatility organic compounds (IVOCs), and aging of SOA improves SOA model performance (though SOA formation efficiency is still 1.6-2 Ã— too low). However, continued efforts are needed to better understand assumptions in the parameterization (e.g., SOA aging) and provide additional certainty to how best to apply existing emission inventories in a framework that treats POA as semivolatile, which currently degrades existing model performance at routine monitoring networks. The VBS and other approaches (e.g., AE6) require additional work to appropriately incorporate IVOC emissions and subsequent SOA formation. Â© 2016 Author(s). CC Attribution 3.0 License.",
