Title,Abstract,related,prevent,monitor,analyze
"Variability in aerosols properties and sources over rohtak, India","Aerosols are crucial species in climate-related studies due to their significant impacts on radiative forcing. In the present study, Sky-radiometer POM-2 data was used to investigate the source of daily and monthly variability in aerosol properties over Rohtak city for the period from June, 2012-May, 2014. The annual mean values of AOD, Alpha, SSA and ASY were 0.71 ± 0.36, 0.74 ± 0.35, 0.93 ± 0.05 and 0.71 ± 0.02, respectively for the entire study period. The higher value of AOD and the lower value of Alpha during pre-monsoon months indicated the dominance of coarse mode dust particles. During November month, the lower value of SSA (0.84 ± 0.01) suggesting the dominance of absorbing type aerosol which may be associated with the burning of paddy crop residue and firecrackers on Diwali festival, in North-Western India. Another crucial parameter for the aerosol study in volume size distribution which exhibits a bimodal distribution with the first peak at ~0.20 µm for fine mode particles and a second peak at ~ 5 µm for coarse mode particles. Aerosols are classified into four categories by using the ratio of AOD and Alpha: Dust Dominated (DD), Biomass Burning (BB), Anthropogenic Aerosol (AA) and Mixed Type (MT). Dust dominated (DD) aerosols are found maximum during pre-monsoon and monsoon seasons with a fraction of about 26.4% and 19.8%, respectively. Biomass burning (BB) type aerosols are dominant during the post-monsoon and winter seasons with a fraction of 34% and 30%, respectively. © 2021, India Meteorological Department. All rights reserved.",,,,
Application of Random Forests for Air quality estimation in India by adopting terrain features,"India houses a population of more than a billion. The worlds most polluted cities are in our country. Pollution is present in various forms. Air pollution is on the rise. Excessive vehicular emissions, stubble burning, fire and smoke emissions are some of the major causes. The overall quality of air impacts the health, growth and development of the people. Pollutants present in the air impact the air quality. In order to estimate the quality of air, an Air Quality Index (AQI) is computed. It is done using the concentration levels of the pollutants. Climate also plays a significant role where parameters such as temperature, Wind Speed (WS), Wind Direction (WD), Solar Radiation (SR), Barometric Pressure (BP) affect the quality of air. Earlier works considered only pollutant data to generate models for AQI estimation using machine learning approaches. A further study in the domain showed that terrain features also influence AQI. Thus, the proposed system derives terrain features for any given location. In addition, it considers a combination of pollutant and meteorological parameters to generate the air quality estimation model. Since AQI is a continuous value, regression approach is preferred for modeling. Analysis is performed in three stages, firstly only with pollutant information, secondly with pollutant and climate information and thirdly with pollutant, climate and terrain information. Various regression techniques are applied on the given dataset. The results showcase the consistent performance of an ensemble technique of Random Forests with an overall accuracy of 81%.  © 2020 IEEE.",,,,
Environmental implications of the quality of charcoal briquettes and lump charcoal used for grilling,"Numerous studies have been conducted to assess air pollution and human health risks arising from exposure to outdoor cooking, but limited standards have been implemented around the world to assure fuel quality. While charcoal briquettes and lumps are a popular fuel choice for grilling, almost no data specifying their properties are available to consumers. Because the properties of fuels affect the flue gases, it is critical to understand how the quality of grilling briquettes and lumps translates not only into the quality of the grilled food, but, even more importantly, how their emissions impact human safety and the environment. The main purpose of this study is to investigate the impacts of the quality of charcoal briquettes and lumps on potentially harmful emissions during grilling. To analyze their quality, we used reflected light microscopy to identify a range of contaminants, including biomass, mineral matter, coal, coke, metal, rust, plastics, glues, and synthetic resins, in 74 commercially available products made in Poland, the United States of America, Ukraine, Germany, Belarus, the Czech Republic, and the Republic of South Africa. Our data show that majority of the products analyzed do not meet the existing quality standard EN 1860-2:2005 (E) of less than 1% contaminants, some of these products contain up to 26.6% of impurities. The amount of contaminants correlates with particulate matter, as well as CO and CO2. The contribution of biomass is especially significant because it can be used to predict harmful particulate matter emissions during grilling. The relationship between the composition of charcoal briquettes and lump charcoal and their emissions is particularly strong during the first 15 to 20 min after ignition (when emissions are the highest), therefore, this initial stage is especially unsafe to consumers, and staying away from the grill during this time is recommended. © 2020 Elsevier B.V.",,,,
Development and Evaluation of a Detailed Mechanism for Gas-Phase Atmospheric Reactions of Furans,"Furan and its alkyl derivatives (furans) are emitted to the atmosphere from multiple sources and can exist in sufficient quantities to affect atmospheric oxidant levels and secondary pollutant formation. Such compounds and their chemical transformations are generally oversimplified in gas-phase chemical mechanisms used for air quality predictions and atmospheric modeling studies. Furans are typically lumped as reactive aromatics, which largely underpredicts their oxidation rates. This work presents a detailed gas-phase mechanism for furans and their major oxidation products. The reactions and rate constants were derived using published data and the Statewide Air Pollution Research Center (SAPRC) mechanism generation system (MechGen). The detailed furans mechanism was implemented in the SAPRC-18 base mechanism to enable evaluation against environmental chamber experiments. A reduced version of the mechanism was developed that maintains consistency and compatibility with the SAPRC-07/-11 base mechanisms. Relative to the lumped SAPRC-11 mechanism, the model skill was improved in predicting furans consumption (21 of 26 experiments) and ""([O3]-[NO]). For the latter, mean model bias was reduced to ±10% for 13 experiments (4 for SAPRC-11) and was >±20% for only 3 experiments (11 for SAPRC-11). Sensitivity simulations were performed to evaluate the relative importance of hydroxyl radical (OH)-, nitrate radical (NO3)-, and ozone (O3)-initiated photo-oxidation. While OH-initiated reactions are the major sink for furans, reactions with NO3 and O3 become non-negligible or even of equal importance under dark or high O3 conditions, such as may be expected during biomass burning events. The detailed furans mechanism was developed with no tuning to fit the experimental data used for evaluation and to facilitate the broad application of the mechanism for atmospheric and air quality modeling. Copyright © 2020 American Chemical Society.",,,,
"Disparities in particulate matter (PM10) origins and oxidative potential at a city scale (Grenoble, France) - Part 2: Sources of PM10 oxidative potential using multiple linear regression analysis and the predictive applicability of multilayer perceptron neural network analysis","The oxidative potential (OP) of particulate matter (PM) measures PM capability to potentially cause anti-oxidant imbalance. Due to the wide range and complex mixture of species in particulates, little is known about the pollution sources most strongly contributing to OP. A 1-year sampling of PM10 (particles with an aerodynamic diameter below 10) was performed over different sites in a medium-sized city (Grenoble, France). An enhanced fine-scale apportionment of PM10 sources, based on the chemical composition, was performed using the positive matrix factorization (PMF) method and reported in a companion paper (Borlaza et al., 2020). OP was assessed as the ability of PM10 to generate reactive oxygen species (ROS) using three different acellular assays: dithiothreitol (DTT), ascorbic acid (AA), and 2,7-dichlorofluorescein (DCFH) assays. Using multiple linear regression (MLR), the OP contributions of the sources identified by PMF were estimated. Conversely, since atmospheric processes are usually non-linear in nature, artificial neural network (ANN) techniques, which employ non-linear models, could further improve estimates. Hence, the multilayer perceptron analysis (MLP), an ANN-based model, was additionally used to model OP based on PMF-resolved sources as well. This study presents the spatiotemporal variabilities of OP activity with influences by season-specific sources, site typology and specific local features, and assay sensitivity. Overall, both MLR and MLP effectively captured the evolution of OP. The primary traffic and biomass burning sources were the strongest drivers of OP in the Grenoble basin. There is also a clear redistribution of source-specific impacts when using OP instead of mass concentration, underlining the importance of PM redox activity for the identification of potential sources of PM toxicity. Finally, the MLP generally offered improvements in OP prediction, especially for sites where synergistic and/or antagonistic effects between sources are prominent, supporting the value of using ANN-based models to account for the non-linear dynamics behind the atmospheric processes affecting OP of PM10.  © 2021 Lucille Joanna S. Borlaza et al.",,,,
Experimental production of charcoal morphologies to discriminate fuel source and fire type: An example from Siberian taiga,"The analysis of charcoal fragments in peat and lake sediments is the most widely used approach to reconstruct past biomass burning. With a few exceptions, this method typically relies on the quantification of the total charcoal content of the sediment. To enhance charcoal analyses for the reconstruction of past fire regimes and make the method more relevant to studies of both plant evolution and fire management, the extraction of more information from charcoal particles is critical. Here, I used a muffle oven to burn seven fuel types comprising 17 species from boreal Siberia (near Teguldet village), which are also commonly found in the Northern Hemisphere, and built on published schemes to develop morphometric and finer diagnostic classifications of the experimentally charred particles. I then combined these results with those from fossil charcoal from a peat core taken from the same location (Ulukh-Chayakh mire) in order to demonstrate the relevance of these experiments to the fossil charcoal records. Results show that graminoids, Sphagnum, and wood (trunk) lose the most mass at low burn temperatures (<300gg C), whereas heathland shrub leaves, brown moss, and ferns lose the most mass at high burn temperatures. This suggests that species with low mass retention in high-temperature fires are likely to be under-represented in the fossil charcoal record. The charcoal particle aspect ratio appeared to be the strongest indicator of the fuel type burnt. Graminoid charcoal particles are the most elongate (6.7-11.5), with a threshold above 6 that may be indicative of wetland graminoids; leaves are the shortest and bulkiest (2.1-3.5); and twigs and wood are intermediate (2.0-5.2). Further, the use of fine diagnostic features was more successful in separating wood, graminoids, and leaves, but it was difficult to further differentiate these fuel types due to overlapping features. High-aspect-ratio particles, dominated by graminoid and Sphagnum morphologies, may be robust indicators of low-temperature surface fires, whereas abundant wood and leaf morphologies as well as low-aspect-ratio particles are indicative of higher-temperature fires. However, the overlapping morphologies of leaves and wood from trees and shrubs make it hard to distinguish between high-intensity surface fires, combusting living shrubs and dead wood and leaves, and high-intensity crown fires that have burnt living trees. Distinct particle shape may also influence charcoal transportation, with elongated particles (graminoids) potentially having a more heterogeneous distribution and being deposited farther away from the origin of fire than the rounder, polygonal leaf particles. Despite these limitations, the combined use of charred-particle aspect ratios and fuel morphotypes can aid in the more robust interpretation of fuel source and fire-type changes. Lastly, I highlight the further investigations needed to refine the histories of past wildfires. © Author(s) 2021.",,,,
Seasonal And Morphological Analysis Of Airborne PM10 And PM2.5 In Srinagar Garhwal (Himalaya Region),"To understand the morphology and chemical constituent of ambient air in Srinagar, Garhwal valley, an experiment was carried out in the Department of Physics, Chauras campus, Hemwati Nandan Bahuguna Garhwal University. The particulate matter (PMs) were collected by using fine particulate dust sampler (APM 550 and APM 460 NL, Envirotech, New Delhi) and analysed by using SEM and EDAX technique (CARL ZEISS, MA15/EV018). The average mass concentration of PM10 is recorded as 107.4 ± 16.3 μg/m3, whereas the average mass concentration of PM2.5 is recorded as 88.48 ± 14.74 μg/m3 which are much higher than the standard value prescribed by WHO and NAAQS. The reason behind such a huge concentration is identified as massive construction of building, stone crusher factory and exponential growth in vehicles, forest fire and other anthropogenic activities in the surrounding area. The SEM analysis suggest that silicon (Si), oxygen (O), sodium (Na), aluminium (Al) are dominantly present in form of silica (SiO2), aluminosilicate (Si-AI rich), sea spray, mineral dust and gold (Au), zinc (Zn) and barium (Ba) may be present due to natural ores in surrounding hills in all seasons. But in the case of the post-monsoon season, nearly 25% of PM2.5 consists of carbon particles, which is more likely to be coming from soot particle emission from biomass burning. © 2020 - Kalpana Corporation.",,,,
Trace Elements From Ocean-Going Vessels in East Asia: Vanadium and Nickel Emissions and Their Impacts on Air Quality,"Vanadium (V) and nickel (Ni) are considered the most abundant trace metals in ship exhaust burning heavy fuel oils. This study is the first attempt to estimate the impact of V and Ni from shipping on air quality in East Asia for the year 2015. In this study, emission inventories of V and Ni from shipping and land-based sources were constructed and implemented into the revised aerosol module to simulate ambient V and Ni concentrations. Our results showed that ship emissions contributed the majority of vanadium and were important to nickel emissions in most coastal regions in East Asia, with the contributions exceeding 60% and approximately 40% in some regions, respectively. The simulated ambient V and Ni concentrations has been validated by the measurements, and the comparison revealed there was an obvious improvement (reducing the mean bias by 32%–63%) in the model performance of the V and Ni predictions after including shipping emissions. Our study filled the gaps of trace element contributions in coastal regions and implied that the impact of metals from shipping traffic on regional air quality is worthy of attention in East Asia. Although the International Maritime Organization (IMO) low-sulfur fuel policy has been implemented since 2020, the impact of shipping traffic on trace metals with respect to regional air quality is still important given heavy fuel oils being in use. © 2021. The Authors.",,,,
Determination of lidar ratio for major aerosol types over western north pacific based on long-term MPLNET data,"East Asia is the most complex region in the world for aerosol studies, as it encounters a lot of varieties of aerosols, and aerosol classification can be a challenge in this region. In the present study, we focused on the relationship between aerosol types and aerosol optical properties. We analyzed the long-term (2005-2012) data of vertical profiles of aerosol extinction coefficients, lidar ratio (Sp), and other aerosol optical properties obtained from a NASA Micro-Pulse Lidar Network and Aerosol Robotic Network site in northern Taiwan, which frequently receives Asian continental outflows. Based on aerosol extinction vertical profiles, the profiles were classified into two types: type 1 (single-layer structure) and type 2 (two-layer structure). Fall season (October-November) was the prevailing season for the Type 1, whereas type 2 mainly happened in spring (March-April). In type 1, air masses normally originated from three regional sectors, i.e., Asia continental (AC), Pacific Ocean (PO), and Southeast Asia (SA). The mean Sp values were 39 ± 17 sr, 30 ± 12 sr, and 38 ± 18 sr for the AC, PO, and SA sectors, respectively. The Sp results suggested that aerosols from the AC sector contained dust and anthropogenic particles, and aerosols from the PO sector were most likely sea salts. We further combined the EPA dust event database and backward trajectory analysis for type 2. Results showed that Sp was 41 ± 14 sr and 53 ± 21 sr for dust storm and biomass-burning events, respectively. The Sp for biomass-burning events in type 2 showed two peaks patterns. The first peak occurred within range of 30-50 sr corresponding to urban pollutant, and the second peak occurred within range of 60-80 sr in relation to biomass burning. Finally, our study summarized the Sp values for four major aerosol types over northern Taiwan, viz., urban (42 ± 18 sr), dust (34 ± 6 sr), biomass-burning (69 ± 12 sr), and oceanic (30 ± 12 sr). Our findings provide useful references for aerosol classification and air pollution identification over the western North Pacific. ©",,,,
Size-resolved characterization of organic aerosol in the North China Plain: New insights from high resolution spectral analysis,"Organic aerosol (OA), a large fraction of fine particles, has a large impact on climate radiative forcing and human health, and the impact depends strongly on size distributions. Here we conducted size-resolved OA measurements using a high-resolution aerosol mass spectrometer at urban and rural sites in the North China Plain (NCP) in summer and winter. Our results showed substantially different size distributions of OA with the diameters peaking at ∼550 nm in summer, and 420 nm and 350 nm at urban and rural sites, respectively, during wintertime. Positive matrix factorization (PMF) of size-resolved high-resolution mass spectra of OA resolved various OA factors at urban and rural sites. In particular, we found that the mass spectra of the same type of secondary OA (SOA) from bulk PMF analysis can be largely different across different sizes. Biomass burning OA (BBOA) and fossil-fuel-related OA (FFOA) showed broad size distributions peaking at 350 nm in winter at the rural site, where primary OA (POA BBOA + FFOA) dominated OA across different sizes. Comparatively, secondary OA (SOA) in the NCP peaked at ∼400-500 nm during wintertime, and ∼500-650 nm in summer. SOA played an enhanced role during more severely polluted days with peak diameters shifting to larger sizes, while the changes in POA size distributions were small. The size-resolved oxygen-to-carbon (O/C) ratios were also determined and linked with the hygroscopicity parameter of OA (kOA). The results showed that kOA increased substantially with particle size, with higher values in summer in Beijing (0.28 ± 0.021) than those during wintertime (0.17 ± 0.019 and 0.12 ± 0.018). The size-resolved kOA would benefit a better prediction of cloud condensation nuclei than bulk kOA in future studies. © 2021 Environmental Science: Atmospheres. All right reserved.",,,,
Procreation of training data using cognitive science in temporal data processing for burnt paddy fields mapping,"While mapping specific classes such as burnt paddy fields at an interval require temporal remote sensing images that need ground truth data collection to be conducted during image acquisition. Frequent collection of such training data as per the frequency of acquisition of temporal data is time and cost dependent as well as cumbersome. The cognitive science concept has been applied to extend training data from seed training samples in the time domain to reduce ground visits for collecting training data. Since cognitive science is an interdisciplinary study of the mind and its processes, this research has tried to generate training samples in the past and the future within the paddy stubble burning cycle from the seed training samples collected from the ground. In this research work, seed training data collected on 25th October 2019 extended for 27th October 2019, 4th November 2019, 6th November 2019, as well as 20th October 2019, 17th October 2019, 15th October 2019 and 12th October 2019, temporal images for burnt field's identification. Favorable results were achieved through cognitive science using augmented training data in burnt paddy field mapping. The Mean Membership Difference between the training and testing site shows up to 98% accuracy. The largest burnt area was found between 4th Nov 2019 to 6th Nov 2019.The F-Score, Kappa and overall accuracy were found to be 98% in identifying the burnt paddy fields. © 2021 Elsevier B.V.",,,,
Experimental manipulation of fuel structure to evaluate the potential ecological effects of fire,"A better understanding of how dominant fuels affect fire behavior can improve predictions and comparisons of the ecological effects of fires in forests and other ecosystems. Current methods for evaluating effects of fuel characteristics on fire behavior, including maximum temperature and heating duration, range from small-scale laboratory to large-scale field experiments. Small-scale experiments often have many replicates and high measurement precision but can lack realism, while field experiments may have few replicates and lower measurement precision, thereby making comparisons across ecosystems difficult. Here, we present a method to experimentally evaluate ecological effects of fire while maintaining realism in fuel structure. We applied the method to investigate fire behavior effects of cogongrass (Imperata cylindrica), an invasive grass with a vertical growth form that is widespread across Southeast US forests. Examining the effect of fuel structure (piled vs. standing) on fire behavior for a range of fuel loads illustrated how more realistic standing fuels produced shorter heating duration (s above 100 °C), taller flame heights, and faster spread rates compared to piled fuels. Average heating duration was ~2–4 times longer and ranged more widely when fuels were piled (80–277 s) compared to standing (41–57 s). Flame heights were ~1.4 times taller when fuels were standing than piled. These differences highlight that maintaining natural fuel structure in experimental fires produces more realistic estimates of fire behavior and effects. Consequently, not maintaining realistic vertical fuel structure could lead to overestimation of potential fire impacts related to temperature (e.g., tissue damage) but underestimate potential impacts related to flame heights, such as total engulfment of tree seedlings and saplings by fire. Altogether, our method effectively maintained fuel structure, enabling assessment of more probable fire behavior and impacts of the invasive grass than if fuels were simply piled. This approach may help further bridge the gap in realism between small-scale experiments and large-scale fires, enabling comparisons of the ecological effects of fires and fire-invasion interactions across forest ecosystems. © 2020 Elsevier B.V.",,,,
"Source identification of fine and coarse aerosol during smog episodes in Debrecen, Hungary","In this study, the identification of PM sources during smog episodes in Debrecen is presented. The smog episodes were characterized by the high concentration of PM10, and were linked to a thermal inversion period in November 2011 in Hungary, when an anticyclone occurred across Europe. The sources of PM2.5 and PMcoarse were identified by positive matrix factorization (PMF). Additionally, the source locations were explored by using the conditional probability function (CPF). A numerical weather prediction model (WRF) was also applied to evaluate the air pollution situation. In order to meet the goals of the study, the elemental composition with high (2-h) time resolution, the elemental size distribution, and the planetary boundary layer were examined in an urban background site of downtown Debrecen, Hungary. Our results highlight the importance of biomass burning (39%) and traffic (31%) as the major contributors to PM2.5. The main tracers of these sources (K, Cl, Pb, Zn) appeared mainly in droplet mode (0.5–1 μm). The major sources of PMcoarse fraction were soil (32%), and dust attributed to tramline construction (30%). The combination of PMF and CPF results revealed that the PM10 concentrations were affected by sources within the urban agglomeration of Debrecen (city centre and suburban areas) under the given meteorological conditions. This conclusion is further validated by the fact that the diurnal variation of the identified source contributions presented a distinct pattern that depended strongly on the daily activities of the city’s residents (compared to the usually unstructured diurnals of transported sources). © 2021, The Author(s).",,,,
On the relationship between cloud water composition and cloud droplet number concentration,"Aerosol cloud interactions are the largest source of uncertainty in quantifying anthropogenic radiative forcing. The large uncertainty is, in part, due to the difficulty of predicting cloud microphysical parameters, such as the cloud droplet number concentration (Nd). Even though rigorous first-principle approaches exist to calculate Nd, the cloud and aerosol research community also relies on empirical approaches such as relating Nd to aerosol mass concentration. Here we analyze relationships between Nd and cloud water chemical composition, in addition to the effect of environmental factors on the degree of the relationships. Warm, marine, stratocumulus clouds off the California coast were sampled throughout four summer campaigns between 2011 and 2016. A total of 385 cloud water samples were collected and analyzed for 80 chemical species. Single- and multispecies log log linear regressions were performed to predict Nd using chemical composition. Single-species regressions reveal that the species that best predicts Nd is total sulfate (R2 adj D 0:40). Multispecies regressions reveal that adding more species does not necessarily produce a better model, as six or more species yield regressions that are statistically insignificant. A commonality among the multispecies regressions that produce the highest correlation with Nd was that most included sulfate (either total or non-seasalt), an ocean emissions tracer (such as sodium), and an organic tracer (such as oxalate). Binning the data according to turbulence, smoke influence, and in-cloud height allowed for examination of the effect of these environmental factors on the composition Nd correlation. Accounting for turbulence, quantified as the standard deviation of vertical wind speed, showed that the correlation between Nd with both total sulfate and sodium increased at higher turbulence conditions, consistent with turbulence promoting the mixing between ocean surface and cloud base. Considering the influence of smoke significantly improved the correlation with Nd for two biomass burning tracer species in the study region, specifically oxalate and iron. When binning by in-cloud height, non-sea-salt sulfate and sodium correlated best with Nd at cloud top, whereas iron and oxalate correlated best with Nd at cloud base. © 2020 Copernicus GmbH. All rights reserved.",,,,
Biomass burning organic aerosol from prescribed burning and other activities in the United States,"A three-dimensional chemical transport model, PMCAMx-SR, was applied in the continental U.S. to investigate the contribution of prescribed burning and other biomass burning sources to the total organic aerosol (OA) concentrations. Simulations were performed during three seasonally-representative months (April, July and September 2008). Prescribed biomass burning organic aerosol (bbOA) emission rates were estimated to be approximately 300, 80 and 250 tn d−1 during April, July and September respectively. Prescribed burning was limited during July due to the prevailing weather conditions. Prescribed burning is responsible for 45% of the total bbOA emissions during the simulated spring period, 20% during the fall, and just 3% during the summer. The predicted maximum hourly prescribed bbOA concentration reached approximately 100 μg m−3 during April in South Carolina and during September in New Mexico, whereas it was less than 15 μg m−3 during July in Arkansas. The average contribution of prescribed burning to OA in the continental U.S. is quite low (less than 5%) and 60–70% is predicted to be secondary OA. Biomass burning secondary organic aerosol (bbSOA) levels far away from the prescribed fires are predicted to exceed 2 μg m−3. In states with intensive prescribed burning activities this source is predicted to contribute 20–40% of the OA on a monthly average basis. In these states (for example South Carolina during April), the predictions reveal that people can be exposed for 20 h per month on average to bbOA levels exceeding 5 μg m−3 and for 200 h to levels above 0.5 μg m−3. This should be contrasted to 220 h of exposure to bbOA above 5 μg m−3 and 650 h to bbOA above 0.5 μg m−3 for states and periods with intense wild fires (for example California during July). © 2020 Elsevier Ltd",,,,
Distribution and gas-particle partitioning of polycyclic aromatic hydrocarbons over the East China Sea and Yellow Sea in spring: Role of atmospheric transport transition,"To elucidate the variations in the East Asian monsoon system during seasonal changes and their impacts on continental outflow of polycyclic aromatic hydrocarbons (PAHs), sixteen integrated air samples were collected during a research cruise covering the Yellow Sea (YS) and East China Sea (ECS) in mid-spring of 2017. The concentrations of total suspended particle (TSP), aerosol-phase PAH fractions, ratios of organic to elemental carbon (OC/EC) and gas-particle partitioning of atmospheric PAHs exhibited clear regional differences associated with variations in the monsoon regime. The total concentrations of 16 USEPA priority PAHs (Σ16PAHs) varied from 3.11 to 13.4 ng/m3 throughout the cruise, with medium-to-high molecular weight (MW) PAHs more enriched over the YS and north ECS than the south ECS. Together with the relatively low gaseous PAH fraction over the YS and north ECS (78 ± 4%) relative to the south ECS (95 ± 13%), this result indicates the pattern of regional atmospheric transport. The ratio of organic to elemental carbon varied significantly between the south ECS (lower than 4) and the YS and north ECS (greater than 4), indicating contributions from vehicle emissions and coal combustion or biomass burning, respectively, following different atmospheric input pathways of carbonaceous aerosols, as supported by backward trajectory analysis. Considering the gas-particle partitioning of PAHs, soot adsorption was the main partitioning mechanism in the study region; while high-MW PAHs in the YS and north ECS were influenced by both absorption and adsorption. The Koa absorption model provided better predictions for high-MW PAHs when continental air masses prevailed, despite underestimating the partition coefficients (kp) of low-MW PAHs. Meanwhile, predicted kp for medium MW PAHs was better estimated over the YS and ECS when Ksa was included. © 2020 Elsevier B.V.",,,,
An improved combined vegetation difference index and burn scar index approach for mapping cropland burned areas using combined data from Landsat 8 multispectral and thermal infrared bands,"The accurate extraction of agricultural burned area is essential for fire-induced air quality models and assessments of agricultural grain loss and wildfire disasters. The present study provides an improved approach for mapping uncontrolled cropland burned areas, which involves pre-classification using a difference vegetation index model for various agricultural land scenarios. Land surface temperature was analysed in burned and unburned areas and integrated into a previous burn scar index (BSI) model, and multispectral and thermal infrared information were combined to create a new temperature BSI (TBSI) to remove background noise. The TBSI model was applied to a winter wheat agricultural region in the Haihe River Basin in northern China. The extracted burned areas were validated using Gaofen-1 satellite data and compared with those produced by the previous BSI model. The producer and user accuracy of the new TBSI model were measured at 92.42 and 95.31% respectively, with an overall kappa value of 0.92, whereas those of the previous BSI model were 83.33, 87.30% and 0.86. The results indicate that the new method is more appropriate for mapping uncontrolled winter wheat burned area. Potential applications of this research include trace gas emission models, agricultural fire management and agricultural wildfire disaster assessment. © 2020 IAWF.",,,,
Re-examining Dust Chemical Aging and Its Impacts on Earth's Climate,"Conspectus The impact of atmospheric particulate matter (i.e., aerosols) on Earth's radiative balance has been and continues to be the leading source of uncertainty with respect to predictions of future temperature increases due to climate change. Mineral dust particles transported from deserts and semiarid regions across the globe are a dominant contributor to the aerosol burden. Dust has many and diverse effects on Earth's climate: It directly scatters and/or absorbs incoming sunlight; it reacts with trace gases leading to impacts on the oxidizing capacity of the atmosphere that affect both the lifetime of the greenhouse gas methane in addition to concentrations of tropospheric ozone- A greenhouse gas and criteria air pollutant; it influences the production as well as the lifetime and radiative properties of clouds; and it deposits nutrients to aquatic and terrestrial ecosystems that can stimulate primary production and facilitate the sequestration of atmospheric carbon dioxide (CO2). This Account will focus on the last three effects. The ability of dust to affect clouds and biogeochemical cycles hinges upon the chemical nature of dust particles-in particular, whether the compounds found in dust particles are water-soluble. The solubility of nutrients found in dust is particularly critical for determining the impact of atmospheric deposition on ocean productivity. The traditional viewpoint is that dust is inherently insoluble but reactive toward trace acidic gases, a process herein referred to as chemical aging. These reactions are thought to affect the oxidizing capacity of the atmosphere while effectively transforming the chemical composition of dust by increasing its solubility. Consequently, chemical aging is hypothesized to substantially increase the impact of dust on cloud droplet formation and marine biogeochemical cycles.This Account presents recent advances in our understanding of the mechanisms that determine how efficiently dust undergoes chemical aging and what the consequences of these processes are for the different effects of dust on Earth's climate. This Account will re-examine the traditional viewpoint that dust chemical aging strongly impacts marine biogeochemical cycles as well as the ability of dust to nucleate cloud droplets. Laboratory studies on environmental samples are combined with chemical analysis of field samples collected at dust transport receptor sites to better understand chemical aging mechanisms and determine the impact of dust on tropospheric oxidants, clouds, and biogeochemical cycles. Our results highlight the important role that dust mineralogy plays in both the nucleation of clouds as well as the kinetics responsible for the chemical aging of dust. This Account will present cases where dust contains inherently soluble minerals and does not require chemical aging in order to efficiently nucleate clouds in the atmosphere. Lastly, this Account illustrates the critical role that nondust aerosols, namely, wildfire and combustion emissions, play as a supplier of soluble nutrients important for biogeochemical cycles, particularly in marine environments. This Account will discuss these findings and highlight future research directions and recommendations to better understand dust-climate interactions and the emerging role of biomass burning aerosol in marine biogeochemical cycles. © 2020 American Chemical Society.",,,,
Snow albedo reduction in central andes by atmospheric aerosols: Case study on the Tunuyán Basin (Argentina),"Changes in snow albedo (SA) on several basins of the central Andes of Argentina are associated with the possible deposition of light-absorbing particles (LAP) in the austral spring. To demonstrate this possibility, we correlate SA with daily data of snow cover (SC), aerosol optical depth (AOD) and land surface temperature (LST) available from the Moderate-Resolution Imaging Spectroradiometer (MODIS) on board NASA Terra satellite during 2000-2016, and other derived parameters such as days after albedo (DAS) and snow precipitation (SP) from the Tropical Rainfall Measuring Mission (TRMM). We used satellite pixels with 100% snow cover to obtain monthly average value of SA, LST, AOD, DAS and SP performing multiple regression analysis. Further, we analysed biomass burning emissions in northern Argentina using MODIS products MCD64 collection C6 as possible source for snow pollution. Aerosol deposition and trajectories were analysed using WRF-Chem atmospheric numerical prediction model, with inventories of regional anthropogenic emissions of own elaboration (lat. 0.025&deg; &times; long. 0.025&deg;) and the estimation of open burning emissions from the FINN global inventory (Fire INventory from NCAR). © 2020 International Society for Photogrammetry and Remote Sensing. All rights reserved.",,,,
"High-resolution emission inventory of gaseous and particulate pollutants in Shandong Province, eastern China","To characterize the anthropogenic emissions of air pollutants (PM2.5, PM10, VOCs, NOx, SO2, and CO) in Shandong Province, eastern China, the high-resolution emission inventories were developed using the “bottom-up” methodology. The emission sources were categorized to biomass burning, dust, fossil fuel combustion, industrial processes, solvent utilization, waste disposal, and on-road vehicles, with five-level classification and 399 subclasses. Emission factors were collected from China's guidelines on the emissions of atmospheric pollutants and literatures with local measurements. Particularly, those for on-road vehicles were calculated by COPERT v5. The county-level activity data were obtained from the governmental statistics. Results showed that the estimated anthropogenic emissions of PM2.5, PM10, VOCs, NOx, SO2, and CO in Shandong Province in 2016 were 5136.8, 5685.4, 3257.1, 1430.6, 240.6, and 19618.8 kt, respectively. The main emission source of PM2.5 and PM10 were dust and it was industrial processes for VOCs and CO. On-road vehicles and fossil fuel combustion contributed the most to NOx and SO2 emissions, respectively. The composition of emissions by sources for each pollutant differed among cities. Emissions in Shandong displayed remarkable spatial variations, with the highest in the central, southern, and coastal areas. This study could be expected to supply sufficient information and basic data for formulating effective environmental management policies and further improving the air quality in Shandong Province and even in Beijing-Tianjin-Hebei region. © 2020 Elsevier Ltd",,,,
