Title,Abstract,Related,Detect,Monitor,Analyze
Model elucidating the sources and formation mechanisms of severe haze pollution over Northeast mega-city cluster in China,"Recent studies on regional haze pollution over China come up in general with strong variability of main causes of heavy polluted episodes, in linkage with local specificities, sources and pollution characteristics. This paper therefore aims at elucidating the main specific sources and formation mechanisms of observed strong haze pollution episodes over 1–15 November 2015 in Northeast region considered as one of biggest megacity clusters in China. The Northeast China mega-city cluster, including Heilong Jiang, Jilin and Liaoning provinces, is adjacent to Russia in the north, Mongolian at the west, North Korea at east, and representing key geographical location in the regional and transnational air pollution issues in China due to the presence of heavy industries and intense economic activities. The present study, based on air quality monitoring, remote sensing satellite data and sensitivity experiments carried on the Nested Air Quality Prediction Modeling System (NAQPMS), quantitatively assesses the impact of meteorological conditions and potential contributions from regional chemical transport, intensive energy combustion, illegal emission and biomass burning emissions to PM2.5 concentration variation. The results indicate strong inversion occurrence at lower atmosphere with weak near-surface wind speed and high relative humidity, leading to PM2.5 concentration increase of about 30–50%. Intensive energy combustion (plausibly for heating activities) and illegal emission also significantly enhance the overall PM2.5 accumulation by 100–200 μg m−3 (60–70% increase), against 75–100 μg m−3 from the biomass burning under the northeast-southwest transport pathway, corresponding to a contribution of 10–20% to PM2.5 concentration increase. Obviously, stagnant meteorological conditions, energy combustion, illegal emission and biomass burning are main drivers of strong haze formation and spatial distribution over Northeast China megacity cluster. In clear, much effort on emission abatement at both local and regional scales is still an urgent imperative to overcome current critical haze pollution. © 2017 The Authors",,No,No,No
Mapping exposure to particulate pollution during severe haze episode using improved MODIS AOT-PM10 regression model with synoptic meteorology classification,"Severe smoke haze from biomass burning is frequently observed in Northern Thailand during dry months of February–April. Sparsely located monitoring stations operated in this vast mountainous region could not provide sufficient particulate matter (PM) data for exposure risk assessment. Satellite aerosol optical thickness (AOT) data could be used, but their reliable relationship with ground-based PM data should be first established. This study aimed to improve the regression model between PM10 and Moderate Resolution Imaging Spectroradiometer AOT with consideration of synoptic patterns to better assess the exposure risk in the area. Among four synoptic patterns, each representing the totality of meteorology governing Northern Thailand on a given day, most severe haze days belonged to pattern 2 that featured conditions of clear sky, stagnant air, and high PM10 levels. AOT-24 h PM10 regression model for pattern 2 had coefficient of determination improved to 0.51 from 0.39 of combined case. Daily exposure maps to PM10 in most severe haze period of February–April 2007 were produced for Chiangmai, the largest and most populated province in Northern Thailand. Regression model for pattern 2 was used to convert 24 h PM10 ranges of modified risk scale to corresponding AOT ranges, and the mapping was done using spatially continuous AOT values. The highest exposure risk to PM10 was shown in urban populated areas. Larger numbers of forest fire hot spots and more calm winds were observed on the days of higher exposure risk. Early warning and adequate health care plan are necessary to reduce exposure risk to future haze episodes in the area. ©2017. The Authors.",,No,No,No
Spatial distribution analysis of the OMI aerosol layer height: A pixel-by-pixel comparison to CALIOP observations,"A global picture of atmospheric aerosol vertical distribution with a high temporal resolution is of key importance not only for climate, cloud formation, and air quality research studies but also for correcting scattered radiation induced by aerosols in absorbing trace gas retrievals from passive satellite sensors. Aerosol layer height (ALH) was retrieved from the OMI 477ĝ€nm O2 ĝ' O2 band and its spatial pattern evaluated over selected cloud-free scenes. Such retrievals benefit from a synergy with MODIS data to provide complementary information on aerosols and cloudy pixels. We used a neural network approach previously trained and developed. Comparison with CALIOP aerosol level 2 products over urban and industrial pollution in eastern China shows consistent spatial patterns with an uncertainty in the range of 462-648ĝ€m. In addition, we show the possibility to determine the height of thick aerosol layers released by intensive biomass burning events in South America and Russia from OMI visible measurements. A Saharan dust outbreak over sea is finally discussed. Complementary detailed analyses show that the assumed aerosol properties in the forward modelling are the key factors affecting the accuracy of the results, together with potential cloud residuals in the observation pixels. Furthermore, we demonstrate that the physical meaning of the retrieved ALH scalar corresponds to the weighted average of the vertical aerosol extinction profile. These encouraging findings strongly suggest the potential of the OMI ALH product, and in more general the use of the 477ĝ€nm O2 ĝ' O2 band from present and future similar satellite sensors, for climate studies as well as for future aerosol correction in air quality trace gas retrievals. © Author(s) 2018.",,No,No,No
Weed Seed Wizard: A tool that demonstrates the value of integrated weed management tactics such as harvest weed seed destruction,"Harvest weed seed destruction (HWSD) can be included in an integrated weed management (IWM) program to help control weed populations and combat herbicide resistance. However, it may not be possible or practical to use this technique in every year. This research utilised a computer model, the Weed Seed Wizard, to investigate the impact of employing HWSD every second year. Data from a long term trial in Merredin Western Australia demonstrated the value of residue burning (an early method of HWSD) compared to residue retention on the destruction of Lolium rigidum seed from 2003 to 2013. The agronomic practices utilised in this trial, soil type and rainfall at the field site, and crop yield data were used to parametrise two scenarios in the model. Scenario 1 was based on data from the field trial plots where residue was retained and scenario 2 was based on data from the plots where residue was burnt (i.e. HWSD). A third hypothetical scenario was based on scenario 2, but only incorporated HWSD in every second year. The model gave reasonable predictions of L. rigidum seed production each year (when compared to the actual seed production in the field trial), and accurately predicted when L. rigidum seed numbers would reach very low levels in scenario 2, due to annual HWSD. Scenario 3 indicated that HWSD in every second year could not reduce L. rigidum seeds to the same extent as annual HWSD, but the L. rigidum population was reduced to and maintained at less than one plant m−2 at harvest within four years. The model indicated that the total cost of weeds ranged from $85 ha−1 in scenario 1 to $32 and $27 ha−1 in scenario 3 and 2. However, income was greatest in scenario 1 as HWSD via burning residue caused a yield reduction in scenario 2 and 3. The results highlight both the benefits of HWSD as a weed management tactic and the value of the Weed Seed Wizard as a tool to investigate different IWM programs. © 2018",,No,No,No
Effect of heatwave conditions on aerosol optical properties derived from satellite and ground-based remote sensing over Poland,"During an exceptionally warm September in 2016, unique and stable weather conditions contributed to a heat wave over Poland, allowing for observations of aerosol optical properties, using a variety of ground-based and satellite remote sensors. The data set collected during 11-16 September 2016 was analysed in terms of aerosol transport (HYbrid Single-Particle Lagrangian Integrated Trajectory model (HYSPLIT)), aerosol load model simulations (Copernicus Atmosphere Monitoring Service (CAMS), Navy Aerosol Analysis and Prediction System (NAAPS), Global Environmental Multiscale-Air Quality (GEM-AQ), columnar aerosol load measured at ground level (Aerosol Robotic NETwork (AERONET), Polish Aerosol Research Network (PolandAOD)) and from satellites (Spinning Enhanced Visible and Infrared Imager (SEVIRI), Moderate Resolution Imaging Spectroradiometer (MODIS)), as well as with 24/7 PollyXT Raman Lidar observations at the European Aerosol Research Lidar Network (EARLINET) site in Warsaw. Analyses revealed a single day of a relatively clean background aerosol related to an Arctic air-mass inflow, surrounded by a few days with a well increased aerosol load of differing origin: pollution transported from Germany and biomass burning from Ukraine. Such conditions proved excellent to test developed-in-house algorithms designed for near real-time aerosol optical depth (AOD) derivation from the SEVIRI sensor. The SEVIRI AOD maps derived over the territory of Poland, with an exceptionally high resolution (every 15 min; 5.5 × 5.5 km2), revealed on an hourly scale, very low aerosol variability due to heat wave conditions. Comparisons of SEVIRI with NAAPS and CAMSAOD maps show strong qualitative similarities; however, NAAPS underestimates AOD and CAMS tends to underestimate it on relatively clean days (< 0.2), and overestimate it for a high aerosol load (> 0.4). A slight underestimation of the SEVIRI AOD is reported for pixel-to-column comparisons with AODs of several radiometers (AERONET, PolandAOD) and Lidar (EARLINET) with high correlation coefficients (r2 of 0.8-0.91) and low root-mean-square error (RMSE of 0.03-0.05). A heat wave driven increase of the boundary layer height of 10% is accompanied with the AOD increase of 8-12% for an urban site dominated by anthropogenic pollution. Contrary trend, with an AOD decrease of around 4% for a rural site dominated by a long-range transported biomass burning aerosol is reported. There is a positive feedback of heat wave conditions on local and transported pollution and an extenuating effect on transported biomass burning aerosol. The daytime mean SEVIRI PM2.5 converted from the SEVIRI AODs at a pixel representative for Warsaw is in agreement with the daily mean PM2.5 surface measurements, whereby SEVIRI PM2.5 and Lidar-derived Ångström exponent are anti-correlated. © 2018 by the authors.",,No,No,No
Secondary organic aerosol formation in biomass-burning plumes: Theoretical analysis of lab studies and ambient plumes,"Secondary organic aerosol (SOA) has been shown to form in biomass-burning emissions in laboratory and field studies. However, there is significant variability among studies in mass enhancement, which could be due to differences in fuels, fire conditions, dilution, and/or limitations of laboratory experiments and observations. This study focuses on understanding processes affecting biomass-burning SOA formation in laboratory smog-chamber experiments and in ambient plumes. Vapor wall losses have been demonstrated to be an important factor that can suppress SOA formation in laboratory studies of traditional SOA precursors; however, impacts of vapor wall losses on biomass-burning SOA have not yet been investigated. We use an aerosol-microphysical model that includes representations of volatility and oxidation chemistry to estimate the influence of vapor wall loss on SOA formation observed in the FLAME III smog-chamber studies. Our simulations with base-case assumptions for chemistry and wall loss predict a mean OA mass enhancement (the ratio of final to initial OA mass, corrected for particle-phase wall losses) of 1.8 across all experiments when vapor wall losses are modeled, roughly matching the mean observed enhancement during FLAME III. The mean OA enhancement increases to over 3 when vapor wall losses are turned off, implying that vapor wall losses reduce the apparent SOA formation. We find that this decrease in the apparent SOA formation due to vapor wall losses is robust across the ranges of uncertainties in the key model assumptions for wall-loss and mass-transfer coefficients and chemical mechanisms. We then apply similar assumptions regarding SOA formation chemistry and physics to smoke emitted into the atmosphere. In ambient plumes, the plume dilution rate impacts the organic partitioning between the gas and particle phases, which may impact the potential for SOA to form as well as the rate of SOA formation. We add Gaussian dispersion to our aerosol-microphysical model to estimate how SOA formation may vary under different ambient-plume conditions (e.g., fire size, emission mass flux, atmospheric stability). Smoke from small fires, such as typical prescribed burns, dilutes rapidly, which drives evaporation of organic vapor from the particle phase, leading to more effective SOA formation. Emissions from large fires, such as intense wildfires, dilute slowly, suppressing OA evaporation and subsequent SOA formation in the near field. We also demonstrate that different approaches to the calculation of OA enhancement in ambient plumes can lead to different conclusions regarding SOA formation. OA mass enhancement ratios of around 1 calculated using an inert tracer, such as black carbon or CO, have traditionally been interpreted as exhibiting little or no SOA formation; however, we show that SOA formation may have greatly contributed to the mass in these plumes. In comparison of laboratory and plume results, the possible inconsistency of OA enhancement between them could be in part attributed to the effect of chamber walls and plume dilution. Our results highlight that laboratory and field experiments that focus on the fuel and fire conditions also need to consider the effects of plume dilution or vapor losses to walls. © Author(s) 2017.",,No,No,No
Urban local air quality management framework for non-attainment areas in Indian cities,"Increasing urban air pollution level in Indian cities is one of the major concerns for policy makers due to its impact on public health. The growth in population and increase in associated motorised road transport demand is one of the major causes of increasing air pollution in most urban areas along with other sources e.g., road dust, construction dust, biomass burning etc. The present study documents the development of an urban local air quality management (ULAQM) framework at urban hotspots (non-attainment area) and a pathway for the flow of information from goal setting to policy making. The ULAQM also includes assessment and management of air pollution episodic conditions at these hotspots, which currently available city/regional-scale air quality management plans do not address. The prediction of extreme pollutant concentrations using a hybrid model differentiates the ULAQM from other existing air quality management plans. The developed ULAQM framework has been applied and validated at one of the busiest traffic intersections in Delhi and Chennai cities. Various scenarios have been tested targeting the effective reductions in elevated levels of NOx and PM2.5 concentrations. The results indicate that a developed ULAQM framework is capable of providing an evidence-based graded action to reduce ambient pollution levels within the specified standard level at pre-identified locations. The ULAQM framework methodology is generalised and therefore can be applied to other non-attainment areas of the country. © 2017 Elsevier B.V.",,No,No,No
Comparative assessment of aerosol optical properties over a mega city and an adjacent urban area in India,"The present work revolves around the comparative analysis of aerosol optical properties in a mega city, Delhi and in a nearby urban area, Rohtak. It is pertinent to note that despite of the close proximity and similar meteorological conditions, the two study locations show significant differences in aerosol characteristics. The study is conducted using ground based Sky-radiometer measurements for a period of one year. The mean annual Aerosol Optical Depth (AOD) at 500 nm over Delhi and Rohtak is observed to be 1.01 and 0.73 respectively, with correlation coefficient of 0.67 and mean absolute difference of 0.51. The magnitude of AOD in Delhi is higher than in Rohtak throughout the year, except in post-monsoon season. The difference in Angstrom exponent (alpha) between the stations is minimal. However, lower magnitude of alpha is observed in Rohtak, indicating presence of more concentration of coarse-mode particles. Single Scattering Albedo (SSA) also shows seasonal variation with significantly lower values in Delhi throughout the year, indicating contribution of absorbing type of aerosols (like black carbon). The volume concentration in fine-size is found to be higher in Delhi than in Rohtak, indicating combined effect of dust, vehicular, biomass burning and industrial emissions. The aerosol classification via relationship between AOD and alpha shows that urban/biomass burning (U/B) aerosols are dominant in Delhi and mixed type (MT) aerosols in Rohtak during winter and pre-monsoon. © 2017, India Meteorological Department. All rights reserved.",,No,No,No
Retrieval of aerosol optical thickness from satellite images through machine learning,"Aerosol measurements are routinely obtained through ground observation networks of sun-photometers such as the AERONET. Such implementation gives accurate and periodic observations of aerosol properties at each ground-based station. Satellite observations can provide wide areal coverage of aerosol optical thickness (AOT). However, the retrieval of AOT from satellite data usually involves execution of complex radiative transfer codes and is complicated by the influence of different ground covers. In this study, the retreival of AOT at 550 nm (AOT550) from satellite images using machine learning is presented. Simulated satellite signals were generated using the Py6S, a python interface to the 6S (Second Simulation of a Satellite Signal in the Solar Spectrum) Radiative Transfer Model (RTM). The simulated data were based on the different permutations of varying geometrical conditions, atmospheric models, spectral conditions and ground reflectances. A feedforward neural network (NN) with backpropagation algorithm was implemented. The dataset was used for training, validation and testing of the NN model. The trained NN model was then applied to retrieve the value of AOT550 from the satellite images. The plot of actual against retrieved AOT550 had achieved a coefficient of determination (R2) of 0.716. The machine learning method has shown a promising capability for the spatial and temporal monitoring of aerosols distribution, especially during episodes of biomass burning. © 2017 Asian Association on Remote Sensing. All rights reserved.",,No,No,No
Deriving High-Resolution Emission Inventory of Open Biomass Burning in China based on Satellite Observations,"Open biomass burning plays an important role in atmospheric pollution and in climate change. However, the current emission inventory of open biomass burning is generally of highly uncertainty because of missing small fire data and limited resolution because of the lack of localized vegetation data. In this study, the MODIS (MODerate Resolution Imaging Spectroradiometer) burned area product MCD64Al combined with the active fire product MCD14 ML, as well as a high-resolution land cover data set, were applied to develop a high-resolution emission inventory of open biomass burning in China in 2013. Total CO, CH4, NOx, NMVOC (nonmethane volatile organic compounds), SO2, NH3, PM2.5, PM10, OC (organic carbon), BC (black carbon), and CO2 emissions were estimated to be 1.03 × 104, 666, 536, 1.91 × 103, 87, 138, 1.45 × 103, 2.09 × 103, 741, 137, and 2.45 × 105 Gg, respectively. The provinces that contributed the most emissions included Heilongjiang, Henan, Shandong, and Jilin. The major source for all pollutants was cropland burning, whereas Xizang, Xinjiang, and Heilongjiang had greater emissions from natural vegetation. The temporal distribution of average provincial emissions showed that the peaks were in June and October. This study updated the emission information that may support future research and policy-making on air pollution control and GHG emission abatement. © 2016 American Chemical Society.",,No,No,No
Intra-urban biomonitoring: Source apportionment using tree barks to identify air pollution sources,"It is of great interest to evaluate if there is a relationship between possible sources and trace elements using biomonitoring techniques. In this study, tree bark samples of 171 trees were collected using a biomonitoring technique in the inner city of São Paulo. The trace elements (Al, Ba, Ca, Cl, Cu, Fe, K, Mg, Mn, Na, P, Rb, S, Sr and Zn) were determined by the energy dispersive X-ray fluorescence (EDXRF) spectrometry. The Principal Component Analysis (PCA) was applied to identify the plausible sources associated with tree bark measurements. The greatest source was vehicle-induced non-tailpipe emissions derived mainly from brakes and tires wear-out and road dust resuspension (characterized with Al, Ba, Cu, Fe, Mn and Zn), which was explained by 27.1% of the variance, followed by cement (14.8%), sea salt (11.6%) and biomass burning (10%), and fossil fuel combustion (9.8%). We also verified that the elements related to vehicular emission showed different concentrations at different sites of the same street, which might be helpful for a new street classification according to the emission source. The spatial distribution maps of element concentrations were obtained to evaluate the different levels of pollution in streets and avenues. Results indicated that biomonitoring techniques using tree bark can be applied to evaluate dispersion of air pollution and provide reliable data for the further epidemiological studies. © 2016 Elsevier Ltd.",,No,No,No
Deriving aerosol hygroscopic mixing state from size-resolved CCN activity and HR-ToF-AMS measurements,"The ability of a particle to uptake water and form a cloud droplet depends on its hygroscopicity. To understand its impact on cloud properties and ultimately radiative forcing, knowledge of chemically-resolved mixing state information or the one based on hygroscopic growth is crucial. Typically, global models assume either pure internal or external mixing state which might not be true for all conditions and sampling locations. To investigate into this, the current study employed an indirect approach to infer the probable mixing state. The hygroscopic parameters derived from κ-Kohler theory using size-resolved CCN measurements (κCCN) and bulk/size-resolved aerosol mass spectrometer (AMS) measurements (κAMS) were compared. The accumulation mode particles were found to be more hygroscopic (κCCN = 0.24) than Aitken mode (κCCN = 0.13), perhaps due to increased ratio of inorganic to organic mass fraction. The activation diameter calculated from size-resolved CCN activity measurements at 5 different supersaturation (SS) levels varied in the range of 115 nm–42 nm with κCCN = 0.13–0.23 (avg = 0.18 ± 0.10 (±1σ)). Further, κAMS> κCCN was observed possibly due to the fact that organic and inorganic mass present in the Aitken mode was not correctly represented by bulk chemical composition and size-resolved fractional contribution of oxidized OA was not accurately accounted. Better correlation of organic fraction (forg) and κCCN at lower SS explained this behaviour. The decrease in κCCN with the time of the day was more pronounced at lower SS because of the relative mass reduction of soluble inorganic species by ∼17%. Despite the large differences between κ measured from two approaches, less over-prediction (up to 18%) between measured and predicted CCN concentration suggested lower impact of chemical composition and mixing state at higher SS. However, at lower SS, presences of externally mixed CCN-inactive aerosols lead to CCN over-prediction reflecting the significance of aerosol mixing state information. Further examination of the effect of biomass burning aerosols (∼35% in least oxidized biomass burning organic aerosol (BBOA-2 fraction) on hygroscopicity and CCN activity showed increase in the concentration of all AMS measured species (except NH4+ and SO42−), less O:C ratio, and organic mass fraction (forg) peak shift to lower diameter range caused ∼13% change in critical diameter (Da) and ∼40% change in κCCN. Increased deviation of ∼100% between κCCN and κAMS due to sudden influx of internally mixed BBOA caused suppressed hygroscopic growth. This study finally suggests the assumption of pure internally mixed aerosol does not completely hold true for this anthropogenically polluted site. © 2016",,No,No,No
Emissions of hydrogen cyanide from on-road gasoline and diesel vehicles,"Hydrogen cyanide (HCN) is considered a marker for biomass burning emissions and is a component of vehicle exhaust. Despite its potential health impacts, vehicular HCN emissions estimates and their contribution to regional budgets are highly uncertain. In the current study, Proton Transfer Reaction-Time of Flight-Mass Spectrometry (PTR-ToF-MS) was used to measure HCN emission factors from the exhaust of individual diesel, biodiesel and gasoline vehicles. Laboratory emissions data as a function of fuel type and driving mode were combined with ambient measurement data and model predictions. The results indicate that gasoline vehicles have the highest emissions of HCN (relative to diesel fuel) and that biodiesel fuel has the potential to significantly reduce HCN emissions even at realistic 5% blend levels. The data further demonstrate that gasoline direct injection (GDI) engines emit more HCN than their port fuel injection (PFI) counterparts, suggesting that the expected full transition of vehicle fleets to GDI will increase HCN emissions. Ambient measurements of HCN in a traffic dominated area of Toronto, Canada were strongly correlated to vehicle emission markers and consistent with regional air quality model predictions of ambient air HCN, indicating that vehicle emissions of HCN are the dominant source of exposure in urban areas. The results further indicate that additional work is required to quantify HCN emissions from the modern vehicle fleet, particularly in light of continuously changing engine, fuel and after-treatment technologies. © 2016.",,No,No,No
Aerosol climatology over the Mexico City basin: Characterization of optical properties,"Climatology of Aerosol Optical Depth (AOD), Single Scattering Albedo (SSA), and aerosol particle-size distribution were analyzed using a 15-year (1999–2014) dataset from AErosol RObotic NETwork (AERONET) observations over the Mexico City (MC) basin. The atmosphere over this site is dominated by two main aerosol types, represented by urban/industrial pollution and biomass-burning particles. Due to the specific meteorological conditions within the basin, seasons are usually classified into three as follows: Dry Winter (DW) (November–February); Dry Spring (DS) (March–April), and the RAiny season (RA) (May–October), which are mentioned throughout this article. Using a CIMEL sun photometer, we conducted continuous observations over the MC urban area from January 1999 to December 2014. Aerosol Optical Depth (AOD), Ångström exponent (α440–870), Single Scattering Albedo (SSA), and aerosol particle-size distribution were derived from the observational data. The overall mean AOD500 during the 1999–2014 period was 0.34 ± 0.07. The monthly mean AOD reached a maximal value of 0.49 in May and a minimal value of 0.27 in February and March. The average α440–870 value for the period studied was 1.50 ± 0.16. The monthly average of α440–870 reached a minimal value of 1.32 in August and a maximal value of 1.61 in May. Average SSA at 440 nm was 0.89 throughout the observation period, indicating that aerosols over Mexico City are composed mainly of absorptive particles. Concentrations of fine- and coarse-mode aerosols over MC were highest in DS season compared with other seasons, especially for particles with radii measuring between 0.1 and 0.2 μm. Results from the Spectral De-convolution Algorithm (SDA) show that fine-mode aerosols dominated AOD variability in MC. In the final part of this article, we present a classification of aerosols in MC by using the graphical method proposed by Gobbi et al. (2007), which is based on the combined analysis of α and its spectral curvature δα. © 2017 Elsevier B.V.",,No,No,No
The effects of height on the accumulation of n-alkanes and polycyclic aromatic hydrocarbons (PAHs) in air-conditioning filter dust from high-rise apartments,"To assess the effect of floor levels of high-rise apartment buildings on the accumulation of contaminants in indoor environment, residential air-conditioner filter dust (ACFD) samples from the 1st, 10th, 20th and 30th floors of a high-rise apartment building were collected for the determination of n-alkanes and polycyclic aromatic hydrocarbons (PAHs). The results show that both n-alkanes and PAHs in the residential ACFD were ubiquitous but varied greatly in concentrations. The total concentrations of 27 n-alkanes (Σ27AK) and 16 PAHs (Σ16PAH) ranged from 1.35 to 9290 µg g–1 and 278–34200 ng g–1, respectively. Source apportionment revealed that n-alkanes were from mixed sources combining fossil fuel combustion, natural emission and solid biomass burning, but PAHs were mainly from indoor sources. Furthermore, the diagnostic ratio of paired low weight molecular PAH species may change during transportation and accumulation. Significantly higher concentrations of Σ27AK and Σ16PAH were observed in the samples from low floor levels (the 1st and 10th floors) compared to those from high floor levels (the 20th and 30th floors). The results of classification and regression tree analysis clearly suggested floor level is the most important factor influencing the accumulation of Σ27AK and Σ16PAH in the ACFD. Our findings imply that people living on lower floor levels have greater exposure risks to PAHs associated with indoor dust. © Taiwan Association for Aerosol Research.",,No,No,No
In vitro toxicity and epigenotoxicity of different types of ambient particulate matter,"Exposure to ambient particulate matter (PM) has been associated with adverse health effects, including pulmonary and cardiovascular disease. Studies indicate that ambient PM originated from different sources may cause distinct biological effects. In this study, we sought to investigate the potential of various types of PM to cause epigenetic alterations in the in vitro system. RAW264.7 murine macrophages were exposed for 24 and 72 h to 5- and 50-μg/ml doses of the water soluble extract of 6 types of PM: soil dust, road dust, agricultural dust, traffic exhausts, biomass burning, and pollen, collected in January-April of 2014 in the area of Little Rock, Arkansas. Cytotoxicity, oxidative potential, epigenetic endpoints, and chromosomal aberrations were addressed. Exposure to 6 types of PM resulted in induction of cytotoxicity and oxidative stress in a type-, time-, and dose-dependent manner. Epigenetic alterations were characterized by type-, time-, and dose-dependent decreases of DNA methylation/demethylation machinery, increased DNA methyltransferases enzymatic activity and protein levels, and transcriptional activation and subsequent silencing of transposable elements LINE-1, SINE B1/B2. The most pronounced changes were observed after exposure to soil dust that were also characterized by hypomethylation and reactivation of satellite DNA and structural chromosomal aberrations in the exposed cells. The results of our study indicate that the water-soluble fractions of the various types of PM have differential potential to target the cellular epigenome. © The Author 2015. Published by Oxford University Press on behalf of the Society of Toxicology. All rights reserved..",,No,No,No
HULIS Enhancement of Hydroxyl Radical Formation from Fe(II): Kinetics of Fulvic Acid-Fe(II) Complexes in the Presence of Lung Antioxidants,"Oxidative stress mediated by reactive oxygen species (ROS) is a hypothesized mechanism for particulate-matter related health effects. Fe(II) is a key player in ROS formation in surrogate lung fluid (SLF) containing antioxidants. Humic-like substances (HULIS) in particulate matter such as biomass burning aerosol chelate Fe(II), but the effect on ROS formation in the presence of lung antioxidants is not known. We use Suwanee River Fulvic Acid (SRFA) as a surrogate for HULIS and investigate its effect on OH formation from Fe(II). For the first time, a chemical kinetics model was developed to explain behavior of Fe(II) and SRFA in SLF. Model and experimental results are used to find best-fit rate coefficients for key reactions. Modeling results indicate SRFA enhances Fe-mediated reduction of O2 to O2- and destruction of H2O2 to OH to 5.1 ± 1.5 and (4.3 ± 1.4) × 103 M-1 s-1 respectively. Best-fit rates for Citrate-Fe(II) mediated O2 to O2- and H2O2 to OH were 3.0 ± 0.7 and (4.2 ± 1.7) × 103 M-1 s-1 respectively. The kinetics model agrees with both the experimental results and thermodynamic model calculations of chemical speciation for 0 and 5 μg/mL SRFA, but both models are less successful at predicting further enhancements to OH formation at higher SRFA Concentrations. © 2017 American Chemical Society.",,No,No,No
Multi-scale analysis of snow dynamics at the southern margin of the North American continental snow distribution,"Snow provides a key water source for stream flow and agricultural production across western North America and drinking water for large populations in the Southwest. Accurate estimates of snow cover spatial distribution and temporal dynamics are important at regional and local scales as snow cover is projected to decrease due to global climate change. We examined regional-scale temporal trends in snow distribution across central and northern Arizona using two tiles of 2928 daily images of MOD10 snow product. The analysis included the entire MODIS archive time period, October 1, 2003-June 1, 2014, and a 245,041km2 area of 51 HUC8 watersheds. We also examined the effects of a regional forest restoration effort, known as the Four Forest Restoration Initiative (4FRI), aimed at enhancing snow accumulation and retention for increased groundwater recharge through forest thinning and burning treatments. We analyzed 66 Landsat TM/ETM+ images spanning 26years between 1988 and 2014 at five sites and one hyperspectral image from 2014 at two sites. The MOD10 snow product performs well in estimating Arizona's thin and discontinuous snow distribution. Mann-Kendall time-series analysis indicate significantly increasing trends in the annual number of snow cover days (SCD) over the 12-year period in 1.6% of the region at elevation transitions such as the Mogollon Rim in central Arizona, while significantly decreasing trends are observed at a few locations of lower elevations leading to the desert margins in eastern Arizona. The observed temporal trends are mostly consistent with ground-based SNOTEL snow measurements. An Arizona specific, Landsat sensor-derived binary classification model, similar to the MOD10 product, was developed at a local scale. It performs better than commonly-used simple threshold-based approaches, but demonstrates the continued challenges associated with Landsat sensor-derived snow classification in Arizona likely due to its coarse temporal resolution. Landsat-derived multi-temporal Normalized Difference Snow Index (NDSI) analysis indicate that treated (thinned and thinned-and-burned) forest sites had significantly greater NDSI values than untreated control sites. Snowpack at treated sites also appeared to persist longer into the spring season with potentially greater contributions to groundwater recharge in this semi-arid region. The high-resolution hyperspectral data analysis indicate that sites treated to approximately 24% forest canopy cover appear to have an optimum threshold for accumulating and maintaining snowpack. It balances canopy cover versus canopy gap, which reduces snow interception and sublimation by canopy, while providing enough shade. These results are encouraging for the 4FRI, the first and largest forest restoration effort in the US history, aimed at improving watershed health and function in the face of changing climate. © 2015 Elsevier Inc..",,No,No,No
Biomass burning aerosols characterization from ground based and profiling measurements,"The study goal is to assess the chemical and optical properties of aerosols present in the lofted layers and at the ground. The biomass burning aerosols were evaluated in low level layers from multi-wavelength lidar measurements, while chemical composition at ground was assessed using an Aerosol Chemical Speciation Monitor (ACSM) and an Aethalometer. Classification of aerosol type and specific organic markers were used to explore the potential to sense the particles from the same origin at ground base and on profiles. © The Authors, published by EDP Sciences, 2018.",,No,No,No
